Row Labels;Sum of daily unique entries
17;79
18;91
19;91
20;76
21;44
04 June 2021;500
6;2
7;31
8;54
9;52
10;79
11;70
12;45
13;55
14;70
15;80
16;78
17;72
18;93
19;88
20;34
21;30
22;2
05 June 2021;388
7;1
8;20
9;49
10;66
11;65
12;53
13;50
14;38
15;40
16;51
17;87
18;57
19;49
20;12
06 June 2021;349
7;2
8;35
9;37
10;39
11;44
12;50
13;29
14;30
15;68
16;53
17;76
18;69
19;46
20;24
07 June 2021;614
6;2
7;33
8;61
9;44
10;60
11;64
12;52
13;83
14;71
15;99
16;110
17;95
18;101
19;111
20;73
21;67
22;3
08 June 2021;440
6;2
7;48
8;58
9;42
10;66
11;15
12;2
13;2
14;1
15;13
16;70
17;90
18;82
19;113
20;75
21;42
09 June 2021;514
6;2
7;33
8;56
9;51
10;78
11;57
12;47
13;76
14;63
15;70
16;89
17;79
18;76
19;89
20;54
21;35
10 June 2021;555
6;2
7;33
8;40
9;53
10;63
11;51
12;38
13;78
14;65
15;81
16;96
17;108
18;97
19;80
20;63
21;30
22;1
11 June 2021;540
6;2
7;30
8;53
9;45
10;77
11;63
12;55
13;68
14;73
15;84
16;92
17;88
18;81
19;82
20;49
21;45
22;1
12 June 2021;332
7;2
8;22
9;42
10;64
11;62
12;51
13;41
14;43
15;45
16;46
17;54
18;67
19;49
20;8
13 June 2021;358
7;1
8;34
9;46
10;63
11;59
12;48
13;37
14;54
15;60
16;44
17;77
18;69
19;45
14 June 2021;555
6;2
7;32
8;37
9;37
10;74
11;70
12;51
13;65
14;56
15;88
16;98
17;86
18;97
19;110
20;73
21;73
22;2
15 June 2021;537
6;3
7;48
8;56
9;42
10;80
11;70
12;54
13;72
14;66
15;75
16;72
17;71
18;101
19;96
20;57
21;30
16 June 2021;491
6;2
7;33
8;43
9;43
10;65
11;56
12;46
13;86
14;75
15;69
16;77
17;79
18;85
19;80
20;40
21;31
17 June 2021;534
6;2
7;34
8;40
9;39
10;72
11;66
12;57
13;75
14;65
15;83
16;91
17;90
18;108
19;67
20;72
21;33
18 June 2021;469
6;2
7;32
8;46
9;43
10;77
11;50
12;45
13;81
14;73
15;75
16;76
17;89
18;80
19;64
20;23
21;31
19 June 2021;352
7;2
8;16
9;49
10;68
11;78
12;71
13;42
14;48
15;53
16;56
17;51
18;46
19;51
20;5
20 June 2021;375
7;1
8;22
9;32
10;45
11;62
12;74
13;46
14;54
15;83
16;41
17;73
18;60
19;52
20;27
21 June 2021;484
6;1
7;27
8;30
9;30
10;58
11;47
12;50
13;64
14;56
15;61
16;81
17;95
18;96
19;98
20;56
21;39
22 June 2021;546
6;1
7;30
8;48
9;39
10;50
11;71
12;49
13;77
14;57
15;84
16;97
17;97
18;104
19;91
20;69
21;25
22;3
23 June 2021;454
6;1
7;26
8;50
9;45
10;64
11;60
12;50
13;72
14;54
15;58
16;76
17;80
18;85
19;66
20;24
21;19
22;1
24 June 2021;415
6;1
7;27
8;36
9;48
10;45
11;44
12;36
13;74
14;70
15;72
16;77
17;79
18;57
19;47
20;28
21;14
25 June 2021;397
7;26
8;41
9;36
10;55
11;53
12;44
13;50
14;41
15;54
16;72
17;61
18;76
19;80
20;25
21;35
26 June 2021;169
7;1
8;17
9;30
10;36
11;39
12;31
13;38
14;61
15;50
16;5
27 June 2021;182
7;2
8;13
9;31
10;38
11;49
12;38
13;28
14;47
15;55
16;16
28 June 2021;351
6;2
7;21
8;34
9;33
10;45
11;42
12;32
13;53
14;39
15;50
16;78
17;74
18;76
19;54
20;3
22;1
29 June 2021;325
5;1
6;2
7;26
8;32
9;38
10;51
11;43
12;40
13;55
14;46
15;56
16;40
17;55
18;59
19;61
23;1
30 June 2021;333
4;1
6;1
7;23
8;31
9;32
10;53
11;42
12;36
13;52
14;43
15;47
16;66
17;61
18;71
19;50
20;14
01 July 2021;363
6;1
7;21
8;31
9;38
10;56
11;42
12;38
13;47
14;39
15;52
16;55
17;73
18;100
19;63
20;13
02 July 2021;311
6;1
7;23
8;43
9;40
10;54
11;37
12;47
13;58
14;45
15;40
16;39
17;60
18;55
19;36
20;4
03 July 2021;194
7;1
8;17
9;34
10;48
11;54
12;40
13;34
14;56
15;54
16;13
04 July 2021;204
3;0
7;1
8;15
9;30
10;48
11;49
12;52
13;27
14;65
15;60
16;9
05 July 2021;386
6;3
7;22
8;32
9;31
10;50
11;66
12;38
13;67
14;36
15;49
16;54
17;93
18;95
19;69
06 July 2021;353
6;3
7;31
8;48
9;38
10;43
11;33
12;33
13;51
14;44
15;46
16;52
17;72
18;92
19;63
20;5
07 July 2021;335
6;1
7;18
8;30
9;36
10;55
11;52
12;37
13;52
14;34
15;39
16;44
17;60
18;81
19;66
20;5
08 July 2021;335
6;2
7;15
8;28
9;36
10;47
11;49
12;41
13;58
14;51
15;45
16;42
17;66
18;90
19;60
09 July 2021;327
6;2
7;25
8;30
9;24
10;38
11;44
12;35
13;55
14;38
15;43
16;45
17;58
18;75
19;63
20;7
10 July 2021;196
7;2
8;17
9;36
10;47
11;52
12;45
13;23
14;48
15;60
16;6
11 July 2021;188
7;1
8;16
9;23
10;30
11;45
12;58
13;35
14;62
15;46
16;6
12 July 2021;293
6;1
7;14
8;20
9;38
10;53
11;46
12;32
13;49
14;39
15;36
16;44
17;63
18;69
19;57
13 July 2021;373
6;1
7;24
8;42
9;52
10;76
11;57
12;30
13;48
14;48
15;41
16;44
17;79
18;83
19;57
20;6
14 July 2021;376
6;2
7;20
8;37
9;46
10;69
11;64
12;40
13;56
14;38
15;50
16;65
17;65
18;77
19;65
20;1
23;1
15 July 2021;351
4;1
6;2
7;17
8;22
9;39
10;50
11;46
12;54
13;51
14;46
15;45
16;45
17;77
18;103
19;78
23;1
16 July 2021;319
5;1
6;2
7;22
8;32
9;29
10;60
11;54
12;43
13;46
14;44
15;37
16;42
17;38
18;79
19;57
17 July 2021;136
7;2
8;19
9;33
10;31
11;41
12;32
13;25
14;26
15;27
16;1
18 July 2021;158
7;0
8;23
9;16
10;22
11;32
12;47
13;31
14;55
15;46
16;1
19 July 2021;372
6;3
7;26
8;33
9;36
10;53
11;58
12;35
13;63
14;52
15;53
16;53
17;76
18;86
19;74
20;4
20 July 2021;357
6;2
7;28
8;37
9;44
10;60
11;50
12;38
13;57
14;58
15;45
16;47
17;67
18;81
19;65
20;6
21 July 2021;347
6;2
7;13
8;32
9;44
10;57
11;51
12;31
13;48
14;41
15;47
16;44
17;69
18;82
19;60
20;26
22 July 2021;351
6;1
7;19
8;31
9;36
10;48
11;47
12;46
13;68
14;55
15;38
16;41
17;66
18;91
19;67
20;6
23 July 2021;280
6;2
7;23
8;33
9;44
10;59
11;47
12;30
13;53
14;46
15;46
16;39
17;48
18;52
19;28
24 July 2021;142
7;2
8;12
9;20
10;33
11;28
12;33
13;19
14;47
15;48
16;9
23;0
25 July 2021;141
7;2
8;17
9;31
10;33
11;30
12;31
13;22
14;27
15;32
16;6
26 July 2021;362
6;1
7;12
8;32
9;42
10;56
11;48
12;43
13;63
14;51
15;56
16;57
17;66
18;84
19;82
20;5
27 July 2021;387
6;2
7;30
8;37
9;38
10;65
11;65
12;43
13;60
14;55
15;50
16;60
17;58
18;90
19;75
20;14
28 July 2021;314
6;2
7;23
8;34
9;38
10;56
11;42
12;29
13;42
14;29
15;36
16;37
17;58
18;74
19;74
20;3
29 July 2021;334
6;2
7;22
8;31
9;29
10;37
11;40
12;44
13;58
14;52
15;45
16;48
17;72
18;82
19;65
20;2
30 July 2021;308
6;1
7;18
8;27
9;33
10;48
11;50
12;32
13;54
14;42
15;37
16;49
17;60
18;77
19;46
20;4
31 July 2021;134
7;2
8;10
9;20
10;37
11;36
12;26
13;23
14;39
15;44
16;4
01 August 2021;151
7;2
8;9
9;21
10;33
11;45
12;53
13;16
14;52
15;38
16;1
02 August 2021;354
6;3
7;29
8;31
9;24
10;38
11;57
12;34
13;67
14;50
15;46
16;58
17;75
18;83
19;86
20;15
03 August 2021;345
6;2
7;29
8;46
9;24
10;30
11;31
12;41
13;61
14;47
15;43
16;57
17;74
18;96
19;80
20;14
04 August 2021;348
6;2
7;28
8;33
9;27
10;40
11;41
12;62
13;68
14;50
15;42
16;59
17;65
18;103
19;72
20;8
05 August 2021;319
6;2
7;14
8;35
9;33
10;32
11;39
12;52
13;60
14;37
15;58
16;49
17;67
18;80
19;58
20;23
23;0
06 August 2021;318
6;2
7;22
8;32
9;36
10;56
11;38
12;36
13;63
14;54
15;53
16;47
17;62
18;64
19;45
20;12
07 August 2021;128
7;1
8;5
9;23
10;28
11;35
12;35
13;27
14;50
15;38
16;17
08 August 2021;138
7;2
8;15
9;22
10;23
11;26
12;36
13;20
14;42
15;54
16;14
23;0
09 August 2021;316
6;2
7;23
8;27
9;31
10;45
11;37
12;71
13;63
14;47
15;42
16;44
17;61
18;73
19;55
20;22
10 August 2021;342
0;0
6;3
7;30
8;44
9;29
10;36
11;34
12;54
13;63
14;54
15;50
16;54
17;70
18;88
19;74
20;18
11 August 2021;344
6;2
7;26
8;37
9;36
10;48
11;38
12;74
13;70
14;51
15;47
16;52
17;71
18;70
19;57
20;27
12 August 2021;320
6;2
7;16
8;38
9;44
10;48
11;43
12;42
13;49
14;41
15;36
16;56
17;68
18;75
19;68
20;6
13 August 2021;290
7;29
8;37
9;35
10;47
11;46
12;53
13;46
14;40
15;35
16;38
17;52
18;48
19;51
20;24
14 August 2021;162
8;11
9;18
10;34
11;38
12;61
13;40
14;57
15;51
16;20
15 August 2021;135
7;2
8;20
9;20
10;23
11;23
12;37
13;33
14;49
15;48
16;18
16 August 2021;313
6;3
7;22
8;28
9;32
10;42
11;42
12;48
13;60
14;38
15;34
16;52
17;74
18;85
19;59
20;6
17 August 2021;290
2;0
6;2
7;25
8;35
9;32
10;29
11;37
12;39
13;50
14;32
15;38
16;49
17;62
18;88
19;49
20;18
18 August 2021;348
6;1
7;26
8;33
9;30
10;39
11;45
12;56
13;87
14;37
15;46
16;63
17;68
18;91
19;67
20;18
19 August 2021;335
6;1
7;16
8;37
9;45
10;40
11;36
12;43
13;49
14;40
15;41
16;48
17;90
18;98
19;62
20;23
20 August 2021;283
7;20
8;28
9;31
10;42
11;34
12;46
13;52
14;39
15;45
16;49
17;67
18;66
19;38
20;8
21 August 2021;139
7;1
8;14
9;23
10;29
11;37
12;39
13;29
14;46
15;39
16;23
18;0
22 August 2021;150
7;1
8;14
9;26
10;26
11;37
12;31
13;36
14;47
15;48
16;27
23 August 2021;325
6;1
7;23
8;34
9;24
10;46
11;45
12;47
13;51
14;25
15;39
16;52
17;88
18;95
19;72
20;8
23;1
24 August 2021;283
4;1
6;1
7;23
8;33
9;29
10;48
11;45
12;50
13;53
14;31
15;43
16;47
17;58
18;64
19;48
20;7
25 August 2021;319
6;3
7;20
8;35
9;28
10;30
11;48
12;54
13;52
14;50
15;36
16;51
17;71
18;84
19;60
20;17
26 August 2021;298
6;1
7;21
8;25
9;21
10;33
11;40
12;63
13;60
14;36
15;38
16;38
17;73
18;76
19;58
20;24
27 August 2021;279
6;1
7;16
8;27
9;27
10;42
11;41
12;39
13;49
14;41
15;39
16;57
17;79
18;73
19;34
20;9
23;0
28 August 2021;90
8;9
9;16
10;19
11;24
12;26
13;16
14;23
15;33
16;8
23;0
29 August 2021;122
0;0
4;0
6;1
7;1
8;19
9;19
10;33
11;31
12;28
13;23
14;40
15;34
16;6
30 August 2021;175
9;30
10;47
11;45
12;34
13;45
14;36
15;51
16;52
17;29
31 August 2021;321
6;3
7;24
8;46
9;32
10;43
11;38
12;46
13;40
14;39
15;57
16;60
17;84
18;83
19;62
20;15
01 September 2021;276
6;3
7;21
8;34
9;29
10;40
11;35
12;42
13;44
14;31
15;32
16;43
17;66
18;86
19;49
20;18
02 September 2021;261
6;3
7;18
8;34
9;23
10;33
11;39
12;51
13;47
14;37
15;47
16;48
17;61
18;69
19;50
20;12
03 September 2021;246
6;4
7;20
8;33
9;27
10;36
11;42
12;40
13;38
14;28
15;49
16;52
17;71
18;44
19;25
20;14
04 September 2021;140
7;3
8;13
9;23
10;33
11;31
12;39
13;38
14;33
15;43
16;29
05 September 2021;149
7;1
8;16
9;26
10;31
11;41
12;42
13;41
14;38
15;45
16;16
06 September 2021;331
6;2
7;27
8;37
9;43
10;33
11;45
12;45
13;49
14;33
15;49
16;70
17;81
18;101
19;53
20;8
07 September 2021;357
6;3
7;27
8;41
9;32
10;44
11;40
12;55
13;50
14;40
15;63
16;58
17;97
18;94
19;73
20;14
08 September 2021;375
6;3
7;23
8;39
9;40
10;47
11;53
12;47
13;66
14;53
15;65
16;67
17;98
18;105
19;59
20;19
09 September 2021;383
6;4
7;18
8;41
9;39
10;52
11;47
12;55
13;58
14;54
15;61
16;81
17;100
18;111
19;53
20;24
10 September 2021;333
6;1
7;28
8;33
9;37
10;44
11;38
12;43
13;50
14;36
15;56
16;86
17;87
18;75
19;34
20;2
11 September 2021;212
7;2
8;21
9;48
10;66
11;73
12;46
13;51
14;57
15;40
16;28
12 September 2021;216
7;1
8;20
9;30
10;45
11;63
12;60
13;55
14;66
15;54
16;14
13 September 2021;418
6;2
7;23
8;33
9;54
10;57
11;70
12;60
13;70
14;45
15;50
16;88
17;117
18;128
19;54
20;29
14 September 2021;402
6;4
7;28
8;38
9;44
10;38
11;30
12;56
13;58
14;46
15;89
16;100
17;129
18;105
19;64
20;13
15 September 2021;458
6;2
7;37
8;49
9;49
10;56
11;52
12;77
13;65
14;37
15;75
16;98
17;106
18;119
19;65
20;29
16 September 2021;444
6;1
7;27
8;47
9;40
10;41
11;43
12;76
13;67
14;46
15;62
16;88
17;137
18;105
19;82
20;11
17 September 2021;388
3;0
6;2
7;29
8;46
9;50
10;47
11;52
12;48
13;64
14;58
15;57
16;84
17;86
18;96
19;54
20;6
18 September 2021;244
7;3
8;25
9;46
10;68
11;64
12;56
13;64
14;63
15;60
16;25
19 September 2021;233
7;1
8;24
9;38
10;60
11;66
12;55
13;55
14;63
15;69
16;19
20 September 2021;460
6;3
7;27
8;37
9;45
10;44
11;49
12;76
13;84
14;74
15;89
16;105
17;91
18;111
19;66
20;18
21 September 2021;453
6;3
7;37
8;69
9;56
10;60
11;54
12;56
13;67
14;64
15;65
16;109
17;104
18;100
19;62
20;24
22 September 2021;468
6;1
7;29
8;53
9;59
10;76
11;82
12;64
13;71
14;59
15;73
16;95
17;117
18;119
19;68
20;20
23 September 2021;487
6;4
7;33
8;46
9;41
10;53
11;51
12;69
13;78
14;69
15;70
16;102
17;146
18;143
19;80
20;27
24 September 2021;430
3;0
6;2
7;28
8;53
9;61
10;58
11;46
12;60
13;50
14;51
15;66
16;103
17;109
18;106
19;65
20;23
23;1
25 September 2021;233
4;1
7;3
8;33
9;42
10;63
11;70
12;51
13;58
14;70
15;59
16;13
18;1
26 September 2021;248
4;1
7;1
8;33
9;32
10;67
11;76
12;81
13;58
14;73
15;47
16;20
27 September 2021;535
6;3
7;24
8;39
9;53
10;70
11;74
12;78
13;99
14;72
15;81
16;102
17;142
18;155
19;107
20;22
28 September 2021;583
6;3
7;40
8;56
9;56
10;66
11;66
12;70
13;81
14;66
15;94
16;134
17;160
18;148
19;111
20;41
29 September 2021;532
6;3
7;33
8;48
9;63
10;77
11;87
12;75
13;72
14;52
15;84
16;110
17;100
18;143
19;99
20;31
30 September 2021;531
6;1
7;30
8;52
9;42
10;64
11;59
12;78
13;80
14;75
15;68
16;106
17;134
18;151
19;82
20;38
21;0
01 October 2021;486
6;2
7;25
8;53
9;53
10;63
11;64
12;66
13;79
14;64
15;107
16;118
17;106
18;122
19;78
20;20
02 October 2021;330
7;2
8;29
9;57
10;66
11;78
12;79
13;60
14;61
15;61
16;57
17;51
18;38
19;28
20;9
22;0
03 October 2021;472
7;1
8;42
9;70
10;89
11;93
12;67
13;88
14;92
15;95
16;80
17;84
18;50
19;36
20;25
04 October 2021;971
7;59
8;88
9;82
10;112
11;105
12;107
13;117
14;97
15;164
16;255
17;251
18;215
19;146
20;89
21;16
22;34
05 October 2021;779
6;3
7;61
8;75
9;88
10;71
11;74
12;26
13;0
14;0
15;0
16;89
17;263
18;272
19;204
20;98
21;27
22;25
06 October 2021;1415
6;2
7;58
8;82
9;82
10;81
11;106
12;232
13;292
14;244
15;264
16;345
17;301
18;283
19;151
20;125
21;53
22;35
07 October 2021;856
6;2
7;65
8;80
9;81
10;85
11;88
12;80
13;91
14;104
15;113
16;174
17;200
18;187
19;151
20;82
21;47
22;19
08 October 2021;932
6;2
7;74
8;81
9;93
10;92
11;82
12;89
13;102
14;86
15;132
16;173
17;239
18;225
19;170
20;142
21;74
22;18
09 October 2021;876
7;2
8;47
9;110
10;134
11;112
12;112
13;91
14;97
15;174
16;176
17;329
18;208
19;112
20;64
10 October 2021;709
7;1
8;44
9;101
10;128
11;130
12;99
13;56
14;93
15;96
16;95
17;145
18;219
19;130
20;25
23;1
11 October 2021;1170
4;1
6;3
7;85
8;114
9;73
10;91
11;106
12;138
13;162
14;119
15;123
16;171
17;251
18;325
19;239
20;189
21;47
22;59
12 October 2021;1109
6;2
7;92
8;131
9;85
10;87
11;73
12;105
13;137
14;105
15;145
16;212
17;248
18;250
19;259
20;160
21;85
22;51
13 October 2021;952
6;2
7;72
8;79
9;63
10;81
11;81
12;131
13;179
14;145
15;184
16;195
17;174
18;191
19;150
20;106
21;75
22;18
14 October 2021;914
6;2
7;74
8;87
9;78
10;66
11;80
12;129
13;143
14;110
15;100
16;130
17;210
18;224
19;176
20;145
21;37
22;27
15 October 2021;1003
6;3
7;91
8;97
9;113
10;100
11;80
12;102
13;88
14;98
15;114
16;172
17;231
18;255
19;226
20;143
21;67
22;33
16 October 2021;688
7;1
8;47
9;76
10;90
11;91
12;117
13;85
14;72
15;136
16;138
17;151
18;162
19;140
20;68
17 October 2021;642
7;1
8;43
9;83
10;108
11;87
12;112
13;72
14;79
15;90
16;108
17;162
18;149
19;138
20;43
18 October 2021;1136
6;1
7;86
8;121
9;115
10;91
11;88
12;106
13;142
14;102
15;124
16;167
17;232
18;291
19;254
20;229
21;72
22;70
19 October 2021;1032
6;3
7;85
8;121
9;110
10;104
11;109
12;136
13;133
14;90
15;101
16;134
17;216
18;219
19;225
20;188
21;77
22;47
20 October 2021;890
6;2
7;53
8;80
9;105
10;106
11;103
12;138
13;152
14;116
15;173
16;163
17;147
18;180
19;145
20;73
21;59
22;3
21 October 2021;867
6;1
7;71
8;84
9;95
10;88
11;86
12;117
13;118
14;105
15;124
16;124
17;165
18;201
19;176
20;121
21;46
22;2
22 October 2021;1029
6;3
7;80
8;82
9;112
10;97
11;81
12;114
13;122
14;115
15;127
16;198
17;237
18;237
19;152
20;176
21;67
22;50
23 October 2021;545
7;1
8;40
9;57
10;73
11;52
12;87
13;77
14;58
15;120
16;115
17;112
18;153
19;96
20;52
24 October 2021;541
7;1
8;34
9;49
10;73
11;65
12;79
13;48
14;67
15;90
16;109
17;143
18;129
19;130
20;38
25 October 2021;1104
6;1
7;80
8;111
9;82
10;86
11;83
12;121
13;147
14;99
15;98
16;131
17;215
18;252
19;252
20;241
21;105
22;88
26 October 2021;1010
6;2
7;94
8;118
9;98
10;84
11;80
12;119
13;123
14;104
15;120
16;179
17;185
18;228
19;231
20;180
21;78
22;41
27 October 2021;896
6;3
7;73
8;98
9;81
10;81
11;89
12;151
13;173
14;119
15;162
16;182
17;144
18;170
19;102
20;96
21;70
22;24
28 October 2021;860
6;2
7;74
8;86
9;84
10;79
11;70
12;132
13;153
14;104
15;94
16;116
17;165
18;205
19;167
20;123
21;65
22;8
29 October 2021;862
6;1
7;53
8;68
9;87
10;91
11;70
12;126
13;101
14;88
15;99
16;165
17;204
18;212
19;138
20;148
21;63
22;37
30 October 2021;509
7;0
8;34
9;48
10;68
11;71
12;97
13;88
14;73
15;137
16;91
17;108
18;109
19;79
20;31
31 October 2021;535
7;2
8;43
9;70
10;85
11;56
12;69
13;51
14;69
15;98
16;87
17;145
18;127
19;136
20;50
01 November 2021;1091
7;72
8;104
9;87
10;80
11;74
12;85
13;125
14;96
15;150
16;193
17;232
18;263
19;246
20;237
21;103
22;78
02 November 2021;1077
6;2
7;73
8;114
9;84
10;87
11;82
12;106
13;120
14;130
15;145
16;206
17;229
18;228
19;250
20;209
21;83
22;48
03 November 2021;933
6;1
7;77
8;102
9;78
10;71
11;94
12;157
13;184
14;130
15;164
16;147
17;180
18;173
19;169
20;105
21;98
22;7
04 November 2021;922
6;2
7;79
8;93
9;70
10;80
11;81
12;135
13;137
14;92
15;117
16;146
17;200
18;236
19;171
20;142
21;63
22;36
05 November 2021;1018
6;1
7;76
8;91
9;117
10;101
11;87
12;121
13;128
14;107
15;127
16;196
17;241
18;240
19;174
20;169
21;77
22;27
06 November 2021;578
7;2
8;54
9;65
10;103
11;100
12;106
13;97
14;80
15;95
16;97
17;114
18;126
19;80
20;49
07 November 2021;588
7;1
8;57
9;63
10;94
11;70
12;96
13;79
14;93
15;109
16;122
17;139
18;100
19;119
20;27
08 November 2021;1089
6;2
7;81
8;105
9;94
10;78
11;75
12;93
13;144
14;100
15;121
16;173
17;223
18;288
19;233
20;216
21;76
22;52
09 November 2021;1003
6;2
7;77
8;113
9;101
10;69
11;71
12;99
13;124
14;109
15;114
16;179
17;235
18;245
19;221
20;163
21;69
22;34
10 November 2021;885
6;1
7;70
8;89
9;77
10;87
11;85
12;147
13;153
14;108
15;132
16;126
17;176
18;174
19;162
20;131
21;71
22;13
11 November 2021;863
6;1
7;77
8;68
9;104
10;72
11;89
12;114
13;103
14;106
15;113
16;124
17;185
18;190
19;158
20;112
21;67
22;27
12 November 2021;976
3;0
6;2
7;68
8;82
9;107
10;90
11;70
12;114
13;126
14;102
15;131
16;179
17;248
18;259
19;171
20;148
21;61
22;16
13 November 2021;475
7;2
8;45
9;41
10;74
11;54
12;66
13;59
14;42
15;97
16;93
17;94
18;101
19;104
20;55
14 November 2021;639
7;1
8;74
9;72
10;122
11;97
12;103
13;66
14;73
15;95
16;94
17;145
18;127
19;169
20;39
15 November 2021;1097
6;3
7;81
8;110
9;106
10;87
11;78
12;93
13;131
14;106
15;131
16;163
17;230
18;288
19;246
20;238
21;101
22;46
16 November 2021;1046
7;76
8;92
9;88
10;87
11;75
12;109
13;131
14;104
15;112
16;179
17;229
18;253
19;238
20;198
21;109
22;44
17 November 2021;965
6;1
7;64
8;76
9;72
10;103
11;103
12;120
13;160
14;120
15;160
16;176
17;182
18;199
19;181
20;136
21;97
22;13
18 November 2021;900
6;1
7;94
8;86
9;92
10;68
11;79
12;103
13;120
14;95
15;119
16;149
17;183
18;215
19;201
20;147
21;75
22;23
19 November 2021;985
6;2
7;69
8;83
9;93
10;84
11;84
12;116
13;121
14;77
15;133
16;175
17;222
18;258
19;201
20;177
21;90
22;3
20 November 2021;546
7;1
8;44
9;72
10;73
11;83
12;86
13;93
14;76
15;85
16;101
17;109
18;152
19;81
20;37
21 November 2021;490
7;1
8;52
9;58
10;91
11;81
12;74
13;56
14;71
15;60
16;88
17;103
18;102
19;79
20;48
22 November 2021;1017
3;0
6;2
7;72
8;89
9;97
10;85
11;89
12;100
13;130
14;96
15;112
16;160
17;197
18;267
19;221
20;213
21;77
22;59
23 November 2021;969
6;2
7;66
8;87
9;83
10;56
11;55
12;90
13;108
14;95
15;114
16;176
17;216
18;241
19;226
20;166
21;100
22;51
24 November 2021;921
3;0
6;2
7;63
8;90
9;68
10;75
11;80
12;150
13;189
14;127
15;137
16;137
17;189
18;191
19;170
20;112
21;94
22;16
25 November 2021;831
6;1
7;79
8;82
9;77
10;64
11;66
12;114
13;93
14;77
15;112
16;119
17;166
18;212
19;169
20;128
21;79
22;34
26 November 2021;835
6;1
7;63
8;75
9;70
10;76
11;81
12;102
13;101
14;84
15;106
16;152
17;186
18;221
19;165
20;143
21;54
22;19
27 November 2021;569
7;1
8;47
9;71
10;106
11;94
12;110
13;100
14;84
15;100
16;84
17;92
18;108
19;99
20;46
28 November 2021;555
7;1
8;48
9;54
10;92
11;92
12;91
13;64
14;94
15;100
16;112
17;120
18;135
19;68
20;62
29 November 2021;963
6;1
7;70
8;92
9;91
10;69
11;69
12;96
13;110
14;98
15;116
16;156
17;190
18;255
19;238
20;206
21;91
22;57
30 November 2021;959
6;2
7;59
8;75
9;75
10;56
11;76
12;113
13;118
14;92
15;128
16;188
17;207
18;242
19;210
20;143
21;80
22;53
01 December 2021;782
6;2
7;55
8;63
9;71
10;69
11;89
12;130
13;147
14;110
15;130
16;156
17;150
18;152
19;127
20;88
21;45
22;10
02 December 2021;854
6;1
7;48
8;59
9;72
10;80
11;74
12;115
13;114
14;107
15;97
16;141
17;186
18;209
19;150
20;139
21;78
22;31
03 December 2021;948
6;2
7;65
8;91
9;97
10;85
11;81
12;97
13;95
14;88
15;109
16;180
17;210
18;242
19;205
20;167
21;71
22;46
04 December 2021;585
8;50
9;68
10;109
11;88
12;103
13;98
14;81
15;98
16;114
17;81
18;145
19;100
20;55
05 December 2021;469
7;4
8;48
9;46
10;86
11;98
12;89
13;69
14;70
15;66
16;85
17;75
18;76
19;71
20;39
23;1
06 December 2021;871
1;0
4;1
7;56
8;79
9;83
10;82
11;77
12;93
13;106
14;91
15;118
16;146
17;181
18;223
19;175
20;164
21;69
22;59
07 December 2021;913
4;1
7;54
8;87
9;78
10;90
11;97
12;116
13;138
14;86
15;124
16;187
17;180
18;212
19;195
20;99
21;65
22;26
08 December 2021;782
2;0
6;2
7;56
8;68
9;57
10;88
11;85
12;123
13;135
14;87
15;108
16;115
17;151
18;157
19;135
20;96
21;50
22;17
09 December 2021;630
6;2
7;52
8;61
9;80
10;66
11;58
12;85
13;65
14;59
15;79
16;77
17;122
18;139
19;111
20;87
21;69
22;8
10 December 2021;742
6;3
7;55
8;53
9;79
10;75
11;64
12;92
13;70
14;77
15;100
16;135
17;158
18;209
19;136
20;127
21;62
22;15
11 December 2021;434
7;3
8;32
9;48
10;71
11;76
12;94
13;101
14;98
15;75
16;59
17;56
18;56
19;59
20;27
12 December 2021;399
8;40
9;60
10;85
11;75
12;76
13;53
14;66
15;53
16;68
17;65
18;65
19;58
20;15
13 December 2021;554
3;0
6;2
7;33
8;56
9;55
10;70
11;76
12;67
13;63
14;52
15;68
16;116
17;125
18;132
19;98
20;82
21;58
22;9
14 December 2021;532
6;1
7;24
8;45
9;42
10;30
11;36
12;62
13;63
14;61
15;77
16;117
17;125
18;147
19;114
20;80
21;44
22;10
23;1
15 December 2021;447
4;1
7;25
8;39
9;37
10;49
11;69
12;79
13;88
14;53
15;56
16;86
17;75
18;84
19;66
20;39
21;33
22;13
16 December 2021;403
6;1
7;14
8;23
9;33
10;41
11;33
12;48
13;66
14;59
15;68
16;88
17;93
18;90
19;75
20;51
21;35
22;5
17 December 2021;266
6;2
7;21
8;19
9;28
10;32
11;34
12;42
13;47
14;45
15;59
16;81
17;68
18;42
19;31
20;8
18 December 2021;182
7;2
8;20
9;44
10;38
11;54
12;41
13;52
14;62
15;42
16;16
19 December 2021;156
1;0
7;1
8;16
9;30
10;40
11;44
12;34
13;48
14;48
15;38
16;6
20 December 2021;240
6;2
7;11
8;15
9;22
10;31
11;41
12;39
13;36
14;37
15;42
16;57
17;62
18;70
19;36
20;7
21 December 2021;200
5;1
6;2
7;8
8;15
9;11
10;31
11;37
12;36
13;41
14;23
15;36
16;32
17;49
18;52
19;38
20;4
22 December 2021;186
1;0
5;1
6;1
7;8
8;10
9;16
10;16
11;27
12;33
13;32
14;32
15;31
16;31
17;42
18;50
19;31
20;6
23 December 2021;138
1;0
5;1
6;2
7;9
8;16
9;19
10;23
11;29
12;29
13;27
14;25
15;22
16;35
17;38
18;6
27 December 2021;1
10;1
14;1
28 December 2021;1
9;1
13;1
29 December 2021;1
19;1
